county,num_hosp,num_not_hosp,num_infected,percent_hosp,percent_republican,state,date_stay_at_home_effective,lat,lon,total_population,population_density_per_sqmi,percent_adults_with_obesity,percent_physically_inactive,percent_uninsured,primary_care_physicians_rate,high_school_graduation_rate,percent_some_college,percent_unemployed_CDC,median_household_income,per_capita_income,num_deaths,percent_vaccinated,eightieth_percentile_income,twentieth_percentile_income,percent_food_insecure,percent_age_65_and_older,percent_age_17_and_younger
YADKIN,245,2703,2948,0.0831071913161465,0.787562414888788,NORTH CAROLINA,2020-03-30,36.1605406192721,-80.6652375195865,37819,112.913246499918,38.6,21.3,14.060267783,29.12056,87.6,57.235654998,6.8,49070.0,21820.0,574.0,51.0,82230.0,20255.0,11.7,18.2,21.9
ETOWAH,245,2986,3231,0.0758279170535437,0.7325649850557014,ALABAMA,2020-04-04,34.045265538097,-86.0347632602892,103363,193.099390530308,35.5,34.1,12.46599573,80.77466,90.272052762,55.234253305,8.5,44903.0,21287.0,2201.0,36.0,88317.0,18745.0,14.6,17.4,22.0
LEE,1936,16613,18549,0.1043722033532805,0.5868237240365174,FLORIDA,2020-04-03,26.5791210815914,-81.8199654017012,680970,868.4921323846,25.9,24.8,18.616852934,64.79768,79.054579381,53.970575696,8.5,56343.0,28949.0,9014.0,49.0,106015.0,24851.0,12.3,26.3,18.6
MONROE,194,3922,4116,0.0471331389698736,0.5156551626724422,FLORIDA,2020-04-03,25.5099669427042,-81.0541129529792,77150,78.4830661114913,21.5,23.0,20.271794958,76.61044,80.0,62.426396478,4.9,67094.0,36771.0,1189.0,35.0,131138.0,29198.0,11.4,20.4,15.0
CUMBERLAND,151,2551,2702,0.0558845299777942,0.7743930197268589,TENNESSEE,2020-03-31,35.9503822517306,-84.9983740688054,57895,85.0114436892877,34.3,28.3,12.630131605,67.7071,90.185185185,44.91049491,8.8,46527.0,22606.0,1111.0,49.0,80736.0,20165.0,11.7,29.0,18.1
FORSYTH,1779,15478,17257,0.1030886017268354,0.4260790075822154,NORTH CAROLINA,2020-03-30,36.1306280519651,-80.2562974704427,364691,894.360831120811,33.0,23.4,12.93458297,112.13861,84.4,66.82723117,8.4,50112.0,27593.0,4734.0,52.0,102247.0,20833.0,15.5,14.4,23.7
GEORGETOWN,428,4299,4727,0.0905436852126084,0.5492939950090028,SOUTH CAROLINA,,33.4342550455391,-79.3324032003783,60804,74.7356359265971,34.0,26.3,13.232845894,61.6813,90.275761974,55.855026366,9.5,46058.0,26601.0,1125.0,47.0,101146.0,19693.0,14.5,24.2,20.0
CASS,204,91,295,0.6915254237288135,0.623913994624664,MINNESOTA,2020-03-27,46.9496061318919,-94.3253722694374,28633,14.1644597561688,30.8,27.8,8.2940142474,40.8789,67.75,64.083983649,6.3,48651.0,26844.0,495.0,36.0,93804.0,22969.0,11.2,23.7,21.3
NEWTON,23,29,52,0.4423076923076923,0.4754359242503467,GEORGIA,2020-04-03,33.5550414049043,-83.850190929354,103901,381.711845961018,38.6,30.9,14.783633062,27.75773,86.980999296,56.991633321,10.6,56598.0,22478.0,1488.0,45.0,101096.0,22230.0,16.1,11.8,27.2
SANTA BARBARA,1207,21125,22332,0.0540480028658427,0.3188318079485932,CALIFORNIA,2020-03-19,34.7248183614413,-120.022284859834,439395,160.647684496671,24.6,16.4,10.508552834,76.31373,87.432808156,59.476800675,7.2,75646.0,31098.0,3518.0,45.0,144259.0,30468.0,9.8,14.0,22.5
WASHINGTON,1305,803,2108,0.6190702087286527,0.4466876971608833,MINNESOTA,2020-03-27,45.0387079182147,-92.8839425844783,248745,647.096951568729,24.8,16.2,3.3343081436,108.05624,90.24,81.061369416,4.0,95840.0,39873.0,1934.0,54.0,162337.0,44994.0,6.2,12.8,25.2
MECKLENBURG,90,793,883,0.101925254813137,0.5545667447306791,VIRGINIA,2020-03-30,36.6803633452336,-78.3627476427543,31209,49.8969243218916,39.1,26.9,11.900269542,52.14104,88.9,59.687906372,6.1,44832.0,21492.0,659.0,53.0,82976.0,17055.0,15.2,23.8,19.2
DAVIDSON,1888,26092,27980,0.0674767691208005,0.3394655274864696,TENNESSEE,2020-03-31,36.1694738676648,-86.784917854988,667885,1325.57604414748,29.7,23.0,14.189949107,94.4675,80.137981118,71.073031594,6.2,60799.0,30595.0,8725.0,49.0,112011.0,25223.0,14.6,11.0,21.6
EDGEFIELD,103,1507,1610,0.0639751552795031,0.5875987633115768,SOUTH CAROLINA,,33.7722879335058,-81.9665725993237,26388,52.734021544889,38.3,30.6,13.257006683,33.7167,88.988095238,43.673647469,7.0,48818.0,22695.0,380.0,47.0,108715.0,18072.0,13.5,15.8,19.3
LAKE,1437,2855,4292,0.3348089468779124,0.3758604408439154,INDIANA,2020-03-24,41.417068439844,-87.3820917890865,489698,981.575199983001,35.5,27.3,9.6790602457,53.74351,87.473286207,61.158668468,9.6,55280.0,25483.0,7175.0,40.0,105016.0,22413.0,14.3,14.6,24.5
MONROE,150,2507,2657,0.0564546480993601,0.5771225216065073,WISCONSIN,2020-03-25,43.9457605835697,-90.6177958696722,45365,50.3547740865329,38.2,23.2,7.7434577435,63.56164,94.72693032,62.649031297,6.1,58391.0,24971.0,587.0,42.0,99788.0,26827.0,9.6,15.6,25.5
STEUBEN,81,153,234,0.3461538461538461,0.6956611286557737,INDIANA,2020-03-24,41.643899495265,-85.0008638456106,34279,111.015940498249,29.6,27.3,9.5585732118,31.89885,86.363636364,58.771444383,5.9,58295.0,25497.0,455.0,48.0,98139.0,29054.0,10.2,17.2,21.2
SHENANDOAH,206,2415,2621,0.0785959557420831,0.6870764880807293,VIRGINIA,2020-03-30,38.8583271406219,-78.5708350328337,42857,84.3204780725395,33.1,26.9,12.210713229,48.583,96.7,55.388683236,5.5,55283.0,26444.0,573.0,42.0,98074.0,23401.0,8.2,20.2,20.4
KERN,6541,32718,39259,0.1666114776229654,0.530727423893055,CALIFORNIA,2020-03-19,35.3428689243354,-118.729927371305,871337,107.150193194715,32.3,22.4,8.5992791008,49.48949,85.78053653,46.398403077,11.9,51586.0,21094.0,10143.0,38.0,106826.0,21766.0,13.4,9.9,29.5
MEIGS,79,585,664,0.1189759036144578,0.7319979969954933,OHIO,2020-03-23,39.0822337964391,-82.0228701090571,23345,54.277873370734,40.7,33.2,7.9330580309,8.66551,88.416988417,51.721584598,11.2,44286.0,21317.0,506.0,50.0,89457.0,17232.0,16.5,17.7,21.9
SULLIVAN,115,680,795,0.1446540880503144,0.5318310799532632,NEW YORK,2020-03-22,41.7164333742138,-74.7681195415543,75818,78.3133307614164,32.5,27.6,6.5353866869,35.7687,78.436657682,52.881786188,10.1,51985.0,27068.0,1109.0,48.0,108911.0,22928.0,10.7,16.7,21.6
DODGE,15,6,21,0.7142857142857143,0.7163646739905836,GEORGIA,2020-04-03,32.1722164487121,-83.1684142378411,20995,42.337504285127,34.4,34.7,16.613811404,38.59141,93.073593074,46.933575978,10.5,35636.0,18481.0,378.0,41.0,80397.0,14793.0,17.3,15.0,21.0
HOCKING,142,1497,1639,0.0866381940207443,0.6618632185698707,OHIO,2020-03-23,39.4970718594385,-82.4792627311133,28690,68.0943840319454,40.7,28.6,7.0477271735,49.16766,95.114006515,56.227812934,9.1,50568.0,22091.0,500.0,46.0,92529.0,21380.0,13.2,17.4,23.1
FAUQUIER,193,3040,3233,0.0596968759665944,0.590573037606427,VIRGINIA,2020-03-30,38.7386264351286,-77.8093472014869,68025,105.032470107348,28.6,22.1,9.8777916802,51.82466,96.1,68.044946657,4.0,93462.0,41921.0,803.0,51.0,177650.0,44737.0,5.9,15.1,23.9
LIVINGSTON,499,5375,5874,0.0849506298944501,0.6204069295146695,MICHIGAN,2020-03-24,42.6029262752842,-83.911534304806,185841,328.842791903836,27.6,21.5,4.0599987395,49.56473,91.327913279,75.063852344,5.5,84048.0,35156.0,1896.0,53.0,144477.0,39176.0,7.4,14.7,23.1
CHESTERFIELD,1034,16607,17641,0.0586134572870018,0.4819478524999858,VIRGINIA,2020-03-30,37.378541228139,-77.5869648014384,331839,783.79807843766,32.1,23.6,8.9753356659,87.60212,90.9,71.003639418,6.4,80734.0,33848.0,3655.0,52.0,139381.0,39392.0,8.6,12.8,24.5
CREEK,657,4105,4762,0.1379672406551869,0.748352410683316,OKLAHOMA,,35.9026903317847,-96.3709590940831,70931,74.6524572632792,33.3,29.6,16.16149576,23.70858,86.101015801,49.819622686,4.8,54478.0,23336.0,1318.0,50.0,94948.0,20795.0,15.1,16.8,24.2
HAMILTON,3252,34793,38045,0.0854777237481929,0.4244956723024915,OHIO,2020-03-23,39.1955463067779,-84.542780272613,805965,1985.48735198755,29.1,22.7,6.8382765736,110.22066,86.726254002,71.636160725,7.9,57300.0,31303.0,11344.0,52.0,115247.0,20823.0,17.2,14.2,23.3
DOOR,88,498,586,0.1501706484641638,0.4875056792367105,WISCONSIN,2020-03-25,44.9175644296104,-87.3396760678858,27669,57.4090429822703,32.7,20.2,6.9841760734,80.04949,94.718309859,64.11519515,5.9,61221.0,32767.0,351.0,40.0,103532.0,28341.0,8.4,26.6,16.6
DES MOINES,81,1286,1367,0.0592538405267008,0.4988221745275611,IOWA,,40.9231915821973,-91.1814738563987,40114,96.4028970381813,36.9,27.1,5.2757638529,68.49836,83.802816901,68.454504906,5.7,51805.0,25151.0,545.0,58.0,93591.0,22307.0,13.4,18.8,22.9
BURKE,10,7,17,0.5882352941176471,0.480269489894129,GEORGIA,2020-04-03,33.0610898142582,-82.0009094143152,22838,27.6165750073093,34.5,26.6,15.179476239,35.52082,89.353612167,48.964608434,7.3,42785.0,18667.0,419.0,28.0,92871.0,16338.0,21.2,14.0,26.4
HARDEMAN,92,1639,1731,0.0531484690930098,0.5304647902512671,TENNESSEE,2020-03-31,35.2068454483771,-88.9930801970809,25975,38.8995229537402,37.1,35.7,12.261835184,23.57842,88.416988417,31.008662458,18.2,37834.0,16178.0,505.0,46.0,74141.0,16129.0,18.8,16.5,19.9
GADSDEN,346,3228,3574,0.0968102965864577,0.3042554153665265,FLORIDA,2020-04-03,30.5794832352957,-84.6136279909658,46153,89.3930419609334,42.8,35.4,16.312016223,19.53507,52.564102564,41.227842629,9.6,42259.0,18187.0,784.0,33.0,78158.0,17994.0,22.2,15.3,22.3
CARTER,86,1974,2060,0.0417475728155339,0.7381786339754816,KENTUCKY,2020-03-26,38.3181922826479,-83.0495436237478,27292,66.6477829033361,39.6,39.8,6.3342506647,22.10433,99.442896936,52.854424358,10.8,32906.0,19170.0,541.0,45.0,70725.0,11757.0,16.8,16.2,22.6
MAURY,264,6312,6576,0.0401459854014598,0.6728773784952925,TENNESSEE,2020-03-31,35.6169448616542,-87.077026636092,85767,139.882017423128,32.5,32.8,10.660010088,54.25171,90.852130326,60.695255011,7.1,57337.0,24986.0,1427.0,54.0,100494.0,24638.0,11.7,14.8,23.6
INDIANA,190,2037,2227,0.0853165693758419,0.6589356632247816,PENNSYLVANIA,2020-04-01,40.6520772958954,-79.0875501940941,87491,105.788878822351,33.1,26.5,7.319488719,55.32471,93.303571429,57.907205177,7.7,47999.0,23886.0,1128.0,43.0,90938.0,19913.0,13.3,17.1,18.3
CARROLL,215,1805,2020,0.1064356435643564,0.7801434006438396,VIRGINIA,2020-03-30,36.731574121853,-80.7338587735794,29733,62.6415347410871,31.9,24.5,12.559399565,97.6168,91.3,56.11295157,5.3,41517.0,21484.0,484.0,49.0,77340.0,18342.0,10.0,21.7,19.4
ALLEGHENY,7283,44713,51996,0.1400684668051388,0.3991299987386827,PENNSYLVANIA,2020-04-01,40.4688365400948,-79.9811970262399,1230360,1685.24852074701,28.1,20.9,4.8607007458,109.23529,90.896309315,79.386394225,6.4,59881.0,33830.0,16701.0,48.0,118866.0,22983.0,13.1,17.4,19.1
JACKSON,29,964,993,0.0292044310171198,0.7317475672907301,INDIANA,2020-03-24,38.9064268994655,-86.0375335384895,43637,85.6778894669234,30.5,28.5,10.010976948,56.96837,92.307692308,51.929700609,5.6,55518.0,23098.0,671.0,50.0,95554.0,21810.0,11.8,15.3,24.4
FRANKLIN,170,926,1096,0.1551094890510949,0.2714723524635251,MASSACHUSETTS,2020-03-24,42.5830992907166,-72.5918311705376,70916,101.422680627464,28.8,21.7,3.1031539956,76.37691,82.446783626,69.444444444,6.1,58992.0,31689.0,888.0,53.0,110322.0,24106.0,8.8,18.2,18.3
ALLEN,838,8145,8983,0.0932873204942669,0.6642916285353205,OHIO,2020-03-23,40.771547646568,-84.1057963730734,104664,260.034919170837,34.0,27.5,7.6961444461,65.89275,84.931506849,61.946189786,7.6,50301.0,23600.0,1497.0,47.0,92663.0,20627.0,15.0,15.9,23.4
MIAMI,89,161,250,0.356,0.7398753894080997,INDIANA,2020-03-24,40.7694658788363,-86.0450458502196,36093,96.5461123000348,36.7,32.5,9.9996206517,19.52853,94.943820225,46.830985915,8.9,47624.0,21940.0,542.0,41.0,86649.0,21632.0,13.6,15.9,21.9
TIOGA,120,681,801,0.149812734082397,0.7429195088676671,PENNSYLVANIA,2020-04-01,41.7721868105596,-77.2542684055356,42031,37.0716745782424,36.3,27.4,7.7597687336,51.47942,86.700767263,51.970525846,6.8,48799.0,24626.0,560.0,45.0,92836.0,22001.0,12.0,19.6,20.1
PUTNAM,190,4961,5151,0.036886041545331,0.6982948699103336,TENNESSEE,2020-03-31,36.1408301133355,-85.4951926969772,74652,186.115317771416,28.3,26.8,12.394934439,66.94647,92.378752887,57.93376174,7.7,45512.0,22555.0,1157.0,52.0,83474.0,16403.0,14.4,16.0,21.1
NASSAU,2417,5144,7561,0.3196667107525459,0.4526341239028081,NEW YORK,2020-03-22,40.7328038776364,-73.5864086590998,1356801,4763.91833537582,23.6,22.8,5.3276810164,139.68459,90.769602513,75.579882735,5.8,115301.0,44548.0,10857.0,52.0,205994.0,45637.0,5.4,16.4,22.1
STARK,56,1184,1240,0.0451612903225806,0.7916734296380458,NORTH DAKOTA,,46.8106884121608,-102.655127111734,29837,22.3539178521112,33.5,21.5,8.392788646,59.58489,86.832236842,64.303287855,3.2,71888.0,37681.0,232.0,51.0,131690.0,31063.0,5.6,12.8,24.5
PLACER,924,10075,10999,0.0840076370579143,0.5203375647427518,CALIFORNIA,2020-03-19,39.0634682770267,-120.71756048968,370571,263.360912747634,20.8,15.2,4.2716778146,123.52201,90.475376197,78.280902973,7.0,89175.0,37914.0,3456.0,48.0,159467.0,34242.0,10.3,17.9,23.0
UNION,7841,38518,46359,0.1691365214952868,0.3068543754927356,NEW JERSEY,2020-03-21,40.6600321372395,-74.3085091460059,550436,5355.97475410964,24.9,24.4,11.297647844,66.32476,88.392986524,63.605252415,8.5,80737.0,36374.0,4912.0,47.0,159379.0,31283.0,9.3,13.2,23.8
BENNINGTON,65,1357,1422,0.0457102672292545,0.3408894770151314,VERMONT,2020-03-24,43.0354382077275,-73.0929665786813,36503,54.0784275861261,29.6,19.7,5.9519796232,106.75957,81.896678967,62.433784579,5.4,52510.0,30197.0,530.0,51.0,108396.0,24123.0,12.0,21.2,19.5
DOUGLAS,148,3530,3678,0.0402392604676454,0.6178343949044586,WASHINGTON,2020-03-23,47.7361096512987,-119.691808806813,40101,22.0424525024876,32.4,18.6,11.314519667,19.0726,85.494880546,50.837706904,5.1,65912.0,23966.0,360.0,38.0,108019.0,28713.0,9.2,15.7,26.5
HAMPSHIRE,291,3550,3841,0.0757615204373861,0.2626693668932928,MASSACHUSETTS,2020-03-24,42.3401667213131,-72.6638020211173,161035,305.437551032095,20.4,16.9,2.761778952,139.03135,93.667143831,76.775583265,7.1,74456.0,31051.0,1426.0,58.0,131516.0,27522.0,9.6,14.8,15.5
AIKEN,730,9053,9783,0.0746192374527241,0.6148882446460301,SOUTH CAROLINA,,33.5443304759596,-81.6347571502826,165146,154.185082842977,35.8,26.9,13.428511849,33.29786,89.9494311,55.492540994,10.1,52633.0,25602.0,2756.0,51.0,98879.0,21261.0,12.5,17.4,22.1
WEXFORD,84,1293,1377,0.0610021786492374,0.6536802196365538,MICHIGAN,2020-03-24,44.3383454745144,-85.5784146789218,32829,58.1042271684729,36.3,29.5,6.8468535919,87.1499,81.927710843,59.758874749,8.2,46396.0,21200.0,482.0,46.0,77893.0,20681.0,13.2,17.6,23.5
CARBON,2,1153,1155,0.0017316017316017,0.6633551307847082,UTAH,,39.6481187235056,-110.588754098235,20733,14.0165218133576,27.3,23.3,10.312250782,54.20054,95.0,72.538966366,7.6,51394.0,21953.0,306.0,46.0,91869.0,20517.0,14.9,15.2,26.7
CLARK,104,1622,1726,0.0602549246813441,0.6609071274298056,KENTUCKY,2020-03-26,37.9708284260498,-84.1474237436906,35706,141.430093997373,36.1,27.2,5.3937395915,52.71043,97.389033943,60.959601675,6.9,50162.0,25674.0,712.0,46.0,98471.0,21662.0,13.5,16.4,22.6
SHELBY,198,1409,1607,0.1232109520846297,0.7067911526064243,INDIANA,2020-03-24,39.5237250530643,-85.7916756904057,44404,107.996991792805,36.6,29.8,8.5369532428,31.53508,95.3722334,52.781686837,7.7,57193.0,25478.0,667.0,52.0,103180.0,26911.0,10.8,15.5,23.3
GREENE,188,2739,2927,0.0642295866074479,0.7870923970656829,TENNESSEE,2020-03-31,36.1753512336991,-82.8458218772225,68502,110.102001435049,38.2,34.8,11.165786374,56.67946,94.387755102,48.627120839,8.0,44366.0,21525.0,1437.0,48.0,79825.0,17505.0,12.7,19.7,20.0
JOHNSON,197,790,987,0.1995947315096251,0.6835488721804511,INDIANA,2020-03-24,39.489964462856,-86.1016134345605,147567,460.528490466854,31.4,24.4,7.9430607159,78.62401,93.37252806,69.590041412,5.5,69880.0,29877.0,1669.0,54.0,121724.0,32098.0,10.5,13.7,25.4
DALLAS,92,2703,2795,0.0329159212880143,0.5055683362961414,IOWA,,41.6849036359314,-94.0397516621642,78074,132.688186837481,28.6,20.9,3.9317117001,45.85316,98.341625207,85.144236384,2.2,87267.0,40468.0,605.0,58.0,153744.0,40619.0,7.6,11.3,28.5
SHELBY,299,6611,6910,0.0432706222865412,0.7211566950441464,ALABAMA,2020-04-04,33.2642846545185,-86.6606694053854,205951,262.234818984604,35.0,25.0,7.8591340516,80.52246,94.221585482,76.467547284,4.6,75663.0,34117.0,2188.0,44.0,136513.0,32658.0,9.3,13.0,24.4
JACKSON,291,2527,2818,0.1032647267565649,0.6775818639798489,FLORIDA,2020-04-03,30.7954308691357,-85.215497529047,48721,53.0627901261376,36.7,37.2,15.176675646,41.38216,72.708333333,42.987758803,12.3,39545.0,17222.0,960.0,37.0,77489.0,16210.0,18.8,17.7,18.7
HENDERSON,78,1523,1601,0.0487195502810743,0.796515611236175,TENNESSEE,2020-03-31,35.6542347770388,-88.3880270878096,27952,53.7529548600167,32.9,33.0,11.089797921,32.43126,98.265895954,47.099733649,9.4,43491.0,20479.0,550.0,40.0,80799.0,17844.0,14.3,16.7,23.5
SANILAC,116,1182,1298,0.0893682588597842,0.6985297937555197,MICHIGAN,2020-03-24,43.4236049419942,-82.8201403974855,41761,43.3848969624638,32.6,26.6,7.4886042978,29.07752,87.116564417,54.883612118,9.2,46184.0,22510.0,638.0,40.0,84291.0,20535.0,12.2,19.5,22.3
BOX ELDER,36,5623,5659,0.0063615479766743,0.6197111730428173,UTAH,,41.5209724559581,-113.08213090521,51528,8.96828843543649,32.0,22.7,8.7801220949,29.58635,84.0,65.025262047,6.0,62689.0,21854.0,518.0,44.0,104039.0,31973.0,12.3,12.5,32.8
HARDIN,152,1767,1919,0.0792079207920792,0.7090450626321783,OHIO,2020-03-23,40.6615249837976,-83.65942973732,31652,67.2867640619977,36.8,38.4,7.5263114955,31.88369,94.134897361,48.469084423,8.2,49580.0,20994.0,470.0,45.0,91667.0,22510.0,13.9,14.8,23.1
SPOKANE,2758,44425,47183,0.0584532564694911,0.4991727027098386,WASHINGTON,2020-03-23,47.6206719140003,-117.404050229972,485859,275.440064119114,28.0,18.1,6.0024980151,89.89394,85.226429102,71.397718836,7.2,59408.0,26860.0,6228.0,46.0,105638.0,23958.0,14.1,14.7,22.5
FAYETTE,467,2818,3285,0.1421613394216133,0.6433314114605613,PENNSYLVANIA,2020-04-01,39.9198980644707,-79.6473507445573,134229,169.837365508549,39.7,35.2,6.2797401623,37.26122,84.615384615,50.326290625,7.8,50381.0,22863.0,2446.0,42.0,91271.0,17882.0,14.6,19.4,19.6
FULTON,121,864,985,0.1228426395939086,0.5375704247641957,ILLINOIS,2020-03-21,40.4727713070413,-90.2074794673949,36047,41.6442034032805,28.8,23.2,6.3841411067,31.33011,89.029985755,59.628743879,7.8,51258.0,22969.0,574.0,35.0,91211.0,21117.0,12.1,18.9,20.3
CAMDEN,4,5,9,0.4444444444444444,0.6512882916247817,GEORGIA,2020-04-03,30.9305718393149,-81.6699861335051,52092,84.9515941777447,39.1,34.0,13.465055888,32.04887,92.574257426,63.708544126,9.3,56555.0,24368.0,645.0,42.0,105326.0,26692.0,13.0,11.2,25.1
MUHLENBERG,89,2132,2221,0.0400720396217919,0.719218989280245,KENTUCKY,2020-03-26,37.2157977468827,-87.1420378773667,31216,66.8321019565049,35.8,34.8,6.8126933017,45.43094,89.920424403,47.216414009,8.4,43722.0,19934.0,576.0,32.0,82363.0,17236.0,15.3,17.6,21.1
WHATCOM,480,9456,9936,0.0483091787439613,0.3701822691090788,WASHINGTON,2020-03-23,48.826225452857,-121.711937973198,209729,99.4974327023882,27.9,14.4,7.5901094846,91.23593,81.146744412,72.093885572,7.7,62262.0,27810.0,2088.0,47.0,110804.0,24942.0,13.2,15.5,20.1
EL DORADO,321,4156,4477,0.0716997989725262,0.5261937579468111,CALIFORNIA,2020-03-19,38.7787390108896,-120.524674582784,183000,107.151384438033,22.5,18.2,5.4030715273,81.48709,89.364640884,70.993512276,9.6,81869.0,37089.0,1968.0,45.0,156727.0,32169.0,10.7,17.9,21.0
CARROLL,120,1817,1937,0.0619514713474445,0.6307863915225879,ARKANSAS,,36.3410250419993,-93.5382463857737,27690,43.9538193778416,27.7,33.5,12.77965783,57.25737,82.278481013,45.073848827,6.0,45023.0,20888.0,500.0,42.0,75744.0,19650.0,12.3,20.9,22.1
VALENCIA,437,551,988,0.4423076923076923,0.4789431719338939,NEW MEXICO,2020-03-24,34.7155059137121,-106.808996945307,75993,71.3073926201532,31.6,21.5,10.879084967,31.6039,73.923109578,50.119398012,10.7,46365.0,19842.0,1108.0,39.0,86848.0,19385.0,13.4,15.3,24.7
HALL,243,1083,1326,0.1832579185520362,0.7317877047557076,GEORGIA,2020-04-03,34.3169031838319,-83.8196713439008,190482,484.953653151376,32.6,26.0,21.724505309,54.18015,89.071038251,48.489707047,5.7,61631.0,24099.0,2157.0,46.0,112628.0,27281.0,8.0,13.6,26.6
TUSCARAWAS,662,5436,6098,0.1085601836667759,0.651941194991402,OHIO,2020-03-23,40.4409477059207,-81.4737598023396,92579,163.152515999349,33.1,27.6,7.8326122228,41.17144,85.549132948,50.334665799,5.7,51030.0,24173.0,1277.0,41.0,92660.0,22672.0,13.0,17.8,23.0
KNOX,1107,24658,25765,0.0429652629536192,0.5853279246473378,TENNESSEE,2020-03-31,35.9932256589567,-83.9370973663985,448164,881.840889739089,30.7,21.4,9.806133184,112.58823,89.532753092,71.12780811,6.2,55874.0,28980.0,6816.0,54.0,109049.0,22141.0,12.7,14.5,21.4
VAN WERT,90,1753,1843,0.0488334237655995,0.7602759622367465,OHIO,2020-03-23,40.855415216902,-84.586120661528,28501,69.6587300062101,40.8,31.2,6.4224631932,46.07152,94.095940959,59.100046389,5.8,54331.0,25316.0,411.0,51.0,92075.0,25348.0,11.7,18.0,23.7
CAROLINE,33,408,441,0.0748299319727891,0.6637851626160278,MARYLAND,2020-03-30,38.8717196230903,-75.8315550954174,32653,102.219003287465,40.2,30.8,8.3859105166,36.1522,82.32,43.796635892,7.5,56627.0,24311.0,508.0,48.0,108933.0,25421.0,11.1,15.2,23.9
UNION,296,1271,1567,0.188895979578813,0.6080833524158461,PENNSYLVANIA,2020-04-01,40.9630047787991,-77.0622098828558,45178,142.974894040188,33.5,21.3,7.465007776,94.18096,94.637223975,50.624208431,4.9,55679.0,23316.0,363.0,56.0,107993.0,24630.0,10.6,16.1,18.0
PIKE,152,1244,1396,0.1088825214899713,0.615148844871844,PENNSYLVANIA,2020-04-01,41.3320005427048,-75.0338350807646,56210,103.145124253019,32.1,31.6,7.1553106911,28.72996,88.768898488,67.250516483,9.9,62657.0,29695.0,774.0,47.0,118370.0,27107.0,9.1,20.5,19.8
MCDOWELL,143,3776,3919,0.0364889002296504,0.7329811320754717,NORTH CAROLINA,2020-03-30,35.6817168856672,-82.0493134944481,45013,102.312990182759,40.0,34.3,12.8872719,28.78717,85.2,57.781073315,9.8,43972.0,19233.0,780.0,40.0,80775.0,19858.0,13.5,18.3,21.1
JACKSON,79,492,571,0.138353765323993,0.5292277825711821,WISCONSIN,2020-03-25,44.3191778380517,-90.8052650117054,20566,20.8213331142192,33.2,23.8,10.137980177,102.29432,89.285714286,52.248219736,5.6,52919.0,24074.0,291.0,49.0,94563.0,22635.0,9.9,17.6,22.3
WASHINGTON,64,90,154,0.4155844155844156,0.5548760600130463,NEW YORK,2020-03-22,43.3137218191694,-73.4307535692002,62465,75.1533635533905,33.6,25.8,5.5477009433,32.45699,79.565217391,55.048418772,8.1,55913.0,25200.0,821.0,46.0,100270.0,24141.0,10.5,17.2,19.7
CHARLEVOIX,50,1032,1082,0.0462107208872458,0.5945575433545822,MICHIGAN,2020-03-24,45.2247158024491,-85.0408274098652,26172,62.8615794751867,34.9,17.2,6.3711911357,87.99112,91.902834008,67.917485265,7.5,54491.0,29581.0,334.0,42.0,98706.0,23907.0,11.2,21.4,20.3
