county,num_hosp,num_not_hosp,num_infected,percent_hosp,percent_republican,state,date_stay_at_home_effective,lat,lon,total_population,population_density_per_sqmi,percent_adults_with_obesity,percent_physically_inactive,percent_uninsured,primary_care_physicians_rate,high_school_graduation_rate,percent_some_college,percent_unemployed_CDC,median_household_income,per_capita_income,num_deaths,percent_vaccinated,eightieth_percentile_income,twentieth_percentile_income,percent_food_insecure,percent_age_65_and_older,percent_age_17_and_younger
FAIRFAX,4061,65381,69442,0.0584804585121396,0.2861300148952344,VIRGINIA,2020-03-30,38.8371193782431,-77.2773419245865,1132887,2898.44688683438,21.7,16.2,9.0231821443,106.23171,91.5,80.533676758,4.7,122035.0,51851.0,6358.0,51.0,218995.0,56954.0,4.9,11.5,24.0
FAIRFAX,4061,65381,69442,0.0584804585121396,0.3077306733167082,VIRGINIA,2020-03-30,38.8371193782431,-77.2773419245865,1132887,2898.44688683438,21.7,16.2,9.0231821443,106.23171,91.5,80.533676758,4.7,122035.0,51851.0,6358.0,51.0,218995.0,56954.0,4.9,11.5,24.0
JEFFERSON,261,2938,3199,0.0815879962488277,0.6557870873575354,OHIO,2020-03-23,40.385018673882,-80.7610007999252,67607,165.619837286076,34.1,34.8,7.1701112878,42.19473,92.749244713,59.28721174,8.3,42821.0,23356.0,1264.0,43.0,90279.0,18357.0,16.1,19.5,19.6
COLLIER,1116,16222,17338,0.0643672857307647,0.6172704331075186,FLORIDA,2020-04-03,26.1107190462353,-81.3475740269464,348236,174.225192251746,21.3,23.2,22.822206461,74.823,88.557066824,50.164960663,6.4,70649.0,39616.0,3326.0,50.0,137857.0,30264.0,10.1,29.6,18.2
CUMBERLAND,498,3635,4133,0.1204935881925961,0.5679798054548295,PENNSYLVANIA,2020-04-01,40.1636344558976,-77.2655350733637,243838,447.00064613888,29.3,20.8,6.6032557113,92.37561,92.958370239,68.642074098,5.1,71695.0,33079.0,2729.0,55.0,124487.0,31576.0,9.4,17.1,20.4
LIVINGSTON,80,537,617,0.1296596434359805,0.668544108978977,ILLINOIS,2020-03-21,40.8915759033046,-88.5577243570363,37278,35.6991026915962,34.3,26.9,5.7222685874,46.55239,93.656704782,52.444600774,6.1,59323.0,26777.0,546.0,51.0,107460.0,23154.0,10.7,17.3,21.8
CHATTOOGA,1,3,4,0.25,0.7830828889966068,GEORGIA,2020-04-03,34.4750068147007,-85.3453453017727,25046,79.9357698643291,30.2,30.2,16.638034255,8.07428,86.111111111,38.201346585,10.1,39513.0,17381.0,561.0,44.0,66869.0,14342.0,14.3,16.2,22.2
BARNSTABLE,492,4046,4538,0.1084178052005288,0.4041400845647009,MASSACHUSETTS,2020-03-24,41.7241871871446,-70.291490724939,214703,544.646376428035,21.4,18.2,3.5225606776,97.44945,91.741586074,66.467985907,6.3,69001.0,39104.0,2798.0,52.0,134017.0,30537.0,7.9,27.8,15.9
WHITE,234,3435,3669,0.0637775960752248,0.7743488004702598,ARKANSAS,,35.2562845277812,-91.7455585916958,78823,76.1503471748177,31.4,30.6,8.5383799864,50.62266,86.272439282,54.946808511,6.3,44811.0,22510.0,1254.0,48.0,91617.0,18395.0,15.9,15.2,23.6
STORY,61,3074,3135,0.0194577352472089,0.3840369471253478,IOWA,,42.0362459595113,-93.4650555658061,94834,165.596813671519,26.2,17.2,5.2973744368,67.69092,97.533908755,86.772126006,5.2,57464.0,26032.0,583.0,66.0,110253.0,19367.0,14.9,10.8,17.1
FLOYD,166,791,957,0.1734587251828631,0.5726653306613226,INDIANA,2020-03-24,38.3190455637263,-85.9069128935884,76290,515.513369810276,34.7,28.1,6.9237334161,68.76776,94.052863436,68.72538207,6.4,64992.0,29350.0,1139.0,50.0,117468.0,26215.0,11.6,14.5,23.2
BENTON,942,17125,18067,0.0521392594232578,0.5897259674859735,WASHINGTON,2020-03-23,46.2398104200229,-119.511226914647,187519,110.317953939679,30.9,16.6,7.6259052892,68.12298,76.596503746,66.079418345,6.5,69212.0,29529.0,1896.0,50.0,123177.0,28358.0,10.6,13.4,26.8
MENOMINEE,81,1165,1246,0.0650080256821829,0.6223997028231798,MICHIGAN,2020-03-24,45.5800804274875,-87.5566310973441,23568,22.5740299374151,30.9,26.0,6.9572698595,34.71318,85.833333333,59.752925878,7.1,46486.0,24789.0,352.0,32.0,83560.0,20368.0,11.7,21.6,19.4
BRADFORD,120,2337,2457,0.0488400488400488,0.7367333443544387,FLORIDA,2020-04-03,29.9499580023545,-82.1687734665312,26919,91.5725818308203,36.6,33.2,13.269099859,29.58799,80.530973451,37.726975833,10.6,45075.0,19852.0,501.0,33.0,84756.0,15811.0,16.7,17.5,19.9
MCPHERSON,183,2595,2778,0.0658747300215982,0.670930780097316,KANSAS,2020-03-30,38.3916621857675,-97.6480357401591,29164,32.4666994331465,30.8,21.5,9.0378625016,73.15034,91.6,71.935030454,2.4,58017.0,28722.0,361.0,53.0,104661.0,27002.0,11.0,19.2,23.0
FRESNO,4219,48358,52577,0.0802442132491393,0.4393930270367917,CALIFORNIA,2020-03-19,36.7582014489301,-119.649318251026,963160,161.637097134761,31.4,20.0,8.7343786523,67.12122,81.496114843,54.534644783,11.9,52318.0,21057.0,10121.0,44.0,106175.0,20695.0,14.0,11.2,28.9
DAVIESS,237,6081,6318,0.0375118708452041,0.6310607549064553,KENTUCKY,2020-03-26,37.7318542582127,-87.0872356339016,98724,215.382361271209,31.3,27.4,5.6115019884,52.80252,94.918699187,63.875857091,6.5,51441.0,25026.0,1524.0,51.0,98227.0,21890.0,13.5,16.1,24.4
OLDHAM,132,1822,1954,0.067553735926305,0.6230481234590448,KENTUCKY,2020-03-26,38.399486551593,-85.4485416499655,63876,341.157539966653,21.6,20.2,3.8085883203,60.22736,97.55826859,76.38641528,4.1,102136.0,35795.0,639.0,52.0,171096.0,43420.0,7.6,11.6,26.0
MONROE,368,3832,4200,0.0876190476190476,0.4786386053446496,PENNSYLVANIA,2020-04-01,41.0580632274427,-75.339464818224,167126,274.761088858592,32.7,24.7,7.4643920852,42.25034,92.655642023,61.131034483,10.3,63318.0,26128.0,2189.0,46.0,115401.0,28369.0,10.3,14.9,21.2
MARSHALL,71,1501,1572,0.0451653944020356,0.7144478393714535,TENNESSEE,2020-03-31,35.4688663305961,-86.7650147977065,31335,83.4571981915581,37.9,29.0,10.567179412,15.18326,94.376528117,44.999390912,8.4,51868.0,23407.0,555.0,49.0,91378.0,23445.0,11.3,15.1,23.9
KANKAKEE,428,1959,2387,0.1793045664013406,0.531212345418032,ILLINOIS,2020-03-21,41.1377168877414,-87.8618307542189,111493,164.791376396664,41.2,36.5,6.6581044065,40.14415,93.163778626,60.437121469,8.4,53884.0,25111.0,1638.0,46.0,108008.0,23230.0,12.2,15.0,24.1
LEE,33,805,838,0.0393794749403341,0.5450436505479537,IOWA,,40.6420050883812,-91.4792653435741,35172,67.9622818397072,40.3,30.3,5.0547695116,58.31754,89.682539683,59.634209171,7.9,48241.0,23470.0,589.0,49.0,89390.0,22062.0,13.5,18.8,21.6
LATAH,36,2120,2156,0.0166975881261595,0.3997688879106366,IDAHO,2020-03-25,46.8161934233944,-116.711646624004,38593,35.8717375081211,23.8,16.6,9.2938798712,94.06859,86.984126984,83.167989418,7.7,49538.0,22717.0,300.0,46.0,95817.0,18454.0,16.7,11.7,18.6
KOSCIUSKO,30,151,181,0.1657458563535911,0.7460104725096621,INDIANA,2020-03-24,41.2440795216213,-85.8607284061141,78461,147.643956066337,34.4,25.8,11.794682309,36.61339,92.642140468,56.203960086,5.3,57367.0,26854.0,926.0,49.0,103130.0,28940.0,10.0,14.9,24.5
GALLIA,139,2045,2184,0.0636446886446886,0.759570025520068,OHIO,2020-03-23,38.8247363451521,-82.3169344461245,30376,65.1104848053617,38.2,30.7,8.5286950676,86.74474,85.545722714,53.350515464,7.2,43785.0,20914.0,629.0,47.0,84995.0,17694.0,15.7,17.2,23.6
DUPLIN,378,5437,5815,0.0650042992261392,0.5857786728039892,NORTH CAROLINA,2020-03-30,34.9365424508517,-77.9330098510213,59121,72.5645076340437,39.8,35.4,19.565080233,23.71314,81.3,44.356005789,10.5,42725.0,17960.0,788.0,43.0,76182.0,15878.0,15.8,15.8,24.8
WALTON,225,2991,3216,0.0699626865671641,0.7657044326188424,FLORIDA,2020-04-03,30.6435862303434,-86.1696959352209,61528,59.2915595398793,31.8,31.7,17.641723356,52.65005,82.722513089,59.762287978,7.3,60973.0,28475.0,1004.0,38.0,113068.0,23264.0,14.2,18.8,20.5
CLARK,18255,152141,170396,0.1071327965445198,0.4171993701411447,NEVADA,2020-04-01,36.2152431130357,-115.013548779109,2070153,262.322032866858,25.5,23.9,13.268244798,54.94358,83.187998512,57.701311013,9.6,57155.0,26661.0,26581.0,34.0,108361.0,25317.0,12.6,13.3,23.9
DINWIDDIE,93,1015,1108,0.0839350180505415,0.5485819521178638,VIRGINIA,2020-03-30,37.0759101365193,-77.6323401867102,28155,55.8942731430232,38.8,27.8,11.809775429,14.18037,87.7,54.608594993,9.3,57257.0,24001.0,404.0,49.0,102315.0,23743.0,13.1,16.2,20.9
JEFFERSON,68,752,820,0.0829268292682926,0.7799568744224253,PENNSYLVANIA,2020-04-01,41.1281655146795,-78.9994377412004,44575,68.3216041546532,35.3,29.0,7.6362576508,45.65793,93.150684932,49.523616461,5.2,46751.0,22841.0,645.0,43.0,86630.0,20522.0,12.0,19.5,21.2
HINDS,428,2101,2529,0.1692368525108738,0.2669490182824431,MISSISSIPPI,2020-04-03,32.2667127883908,-90.4428542452748,244596,281.221335790417,37.2,31.2,14.196975062,78.91539,74.355348169,67.532690447,10.5,44776.0,21672.0,3826.0,41.0,89946.0,17909.0,23.8,12.1,25.0
DAVIDSON,557,5871,6428,0.0866521468574984,0.7256198567917067,NORTH CAROLINA,2020-03-30,35.7933621414428,-80.2127478726509,164058,296.57957799578,32.2,27.2,12.939621044,25.38286,87.110560238,57.250504946,10.0,47758.0,23146.0,2679.0,52.0,90992.0,21553.0,13.0,16.7,22.8
LA PLATA,155,2884,3039,0.0510036196117143,0.4040770465489566,COLORADO,2020-03-26,37.2865597563174,-107.843339607135,53994,31.9532541153489,18.4,13.6,11.554570091,113.33177,80.182232346,75.637583893,5.1,66219.0,32953.0,492.0,47.0,128378.0,31146.0,10.3,14.1,19.5
ALBANY,401,2093,2494,0.160785886126704,0.3419151827218765,NEW YORK,2020-03-22,42.6001853701771,-73.9735569795398,307891,588.910708747266,27.3,22.0,4.4009381719,100.4483,84.406104844,76.783304608,5.8,64536.0,33888.0,3307.0,52.0,128331.0,26572.0,12.0,15.2,19.0
CLAY,40,29,69,0.5797101449275363,0.7561602552738876,INDIANA,2020-03-24,39.3927840503133,-87.1157635772184,26568,74.3009311450669,35.7,32.3,8.4085066604,41.98794,89.530685921,56.341348421,6.4,52699.0,22913.0,433.0,41.0,94239.0,24917.0,12.1,16.4,23.4
HAMILTON,1000,19870,20870,0.0479156684235745,0.5528692208302904,TENNESSEE,2020-03-31,35.1808363833214,-85.1648002542981,351305,647.628249661684,29.4,25.8,11.039993979,110.89203,84.584849487,67.271484888,6.9,57196.0,28456.0,5244.0,50.0,107350.0,22284.0,13.5,16.0,21.2
WAKE,1220,33669,34889,0.0349680415030525,0.3716320713235183,NORTH CAROLINA,2020-03-30,35.7902601368954,-78.6503144615947,998576,1196.17111382604,25.1,16.4,10.00219295,84.68546,89.1,80.105061046,5.7,80169.0,35752.0,7797.0,59.0,147651.0,34931.0,12.1,10.0,25.0
CECIL,534,3607,4141,0.1289543588505192,0.637699087675893,MARYLAND,2020-03-30,39.5712489986632,-75.9407415831904,102175,295.067535400432,32.6,28.4,5.6005351417,40.8775,90.54,56.201643136,6.6,72739.0,30676.0,1597.0,49.0,128505.0,31762.0,8.6,13.7,23.5
MORRIS,5100,29087,34187,0.1491795126802585,0.5034462654143506,NEW JERSEY,2020-03-21,40.8619933299344,-74.5445083211191,498215,1081.78428454249,21.3,21.3,5.9275168693,102.66304,94.753328113,81.873875455,5.6,112396.0,51182.0,3871.0,54.0,214239.0,48666.0,5.6,15.4,22.3
SACRAMENTO,5316,29097,34413,0.1544765059715805,0.3393148946060465,CALIFORNIA,2020-03-19,38.4493182775248,-121.34425496619,1479300,1533.04901600965,28.9,18.7,6.4159371791,85.32518,81.033849383,66.595771763,10.2,69475.0,28292.0,16234.0,44.0,126401.0,26062.0,14.4,12.8,24.4
BALTIMORE CITY,343,1135,1478,0.2320703653585926,0.1052831638833426,MARYLAND,2020-03-30,39.3050879597173,-76.6144449763869,621000,7671.99001950679,34.9,26.5,7.6409224371,96.95119,70.849628999,63.904103486,11.4,50501.0,27129.0,12413.0,46.0,104746.0,16670.0,21.3,12.3,21.1
ALLEGANY,1,4,5,0.2,0.6700727583993152,NEW YORK,2020-03-22,42.2574114900441,-78.027589078256,47700,46.3421861076953,35.9,29.3,5.8537727565,42.64938,87.848605578,61.366776491,8.1,46262.0,21478.0,628.0,47.0,85765.0,20579.0,12.4,16.8,20.5
POLK,500,13650,14150,0.0353356890459364,0.4037572067111485,IOWA,,41.6855043214866,-93.5735389505223,459159,800.368659090417,31.9,19.5,5.5104902531,98.99757,88.880397402,72.504363065,5.2,68479.0,32232.0,5004.0,60.0,123377.0,29634.0,11.2,11.7,25.3
CHIPPEWA,244,3370,3614,0.0675152185943552,0.567440828871075,WISCONSIN,2020-03-25,45.0694169093474,-91.2798531892416,63355,62.8302662974912,27.9,20.6,5.681456743,84.62226,89.670658683,65.009953124,4.2,59528.0,26299.0,672.0,53.0,102257.0,25797.0,9.6,16.2,22.9
INGHAM,904,8679,9583,0.0943337159553375,0.3345178361725816,MICHIGAN,2020-03-24,42.5971073501099,-84.373551117967,284559,511.685765520952,31.5,20.2,6.1948219845,106.13882,88.020626735,77.563712754,8.9,52837.0,26083.0,3170.0,48.0,104187.0,20936.0,15.4,11.9,20.3
ROCK,870,11293,12163,0.0715284058209323,0.4139454172582426,WISCONSIN,2020-03-25,42.6712371867491,-89.0715837655307,160986,224.170139380256,36.3,22.4,7.1796986281,48.67259,93.87755102,61.773196921,7.4,57675.0,25884.0,2013.0,52.0,100732.0,24976.0,10.4,15.0,23.9
DELAWARE,2677,21317,23994,0.1115695590564307,0.3718224396406324,PENNSYLVANIA,2020-04-01,39.9167067177933,-75.3990873674168,562316,3058.18948583173,26.9,19.8,5.5536854806,106.96021,88.886916386,69.957053851,7.5,71961.0,34857.0,6831.0,55.0,145395.0,29543.0,12.3,15.1,22.5
MILLE LACS,238,99,337,0.7062314540059347,0.6407006222631942,MINNESOTA,2020-03-27,45.9380348053845,-93.6300827703925,25788,45.0573484280915,30.7,25.1,7.1668909825,77.30365,80.04,57.045643154,6.4,53289.0,24489.0,355.0,32.0,98290.0,24006.0,10.5,18.0,24.2
EL PASO,3486,14777,18263,0.1908777309313913,0.5619013879178724,COLORADO,2020-03-26,38.8321097818637,-104.525470530133,665171,312.750835009835,22.3,16.4,7.610916447,59.92289,76.553643203,74.94438681,7.4,67923.0,30261.0,7379.0,46.0,123474.0,29585.0,11.8,11.5,25.1
MARION,62,956,1018,0.0609037328094302,0.6152896273013022,IOWA,,41.3344514917072,-93.0994533791119,33197,59.8693842927516,33.7,25.5,4.1996557659,96.66214,95.595854922,73.602098578,3.9,63491.0,27020.0,352.0,58.0,104101.0,26942.0,10.3,16.6,24.1
MONROE,36,419,455,0.0791208791208791,0.564209911401032,ALABAMA,2020-04-04,31.5708847401232,-87.3654355258009,21975,21.4246648551755,41.8,33.7,12.789735099,37.51114,88.030888031,40.808902204,21.8,39556.0,16556.0,419.0,37.0,75904.0,9034.0,24.1,17.8,23.4
WAPELLO,149,1506,1655,0.0900302114803625,0.5752854973925672,IOWA,,41.0305881583236,-92.4094705865614,35242,81.6089739486924,32.3,26.6,6.7945500179,57.07111,91.73126615,61.488447695,7.0,48226.0,23116.0,547.0,47.0,89978.0,19734.0,12.6,16.7,22.4
CAMPBELL,209,2182,2391,0.0874111250522793,0.7100417650263301,VIRGINIA,2020-03-30,37.2056232622449,-79.0964083113745,55061,109.273561497379,35.6,32.6,11.44779614,16.36066,91.3,65.633264766,4.3,51525.0,25219.0,790.0,53.0,95487.0,22192.0,10.7,18.1,20.5
ROANOKE,190,3545,3735,0.0508701472556894,0.6099943677290295,VIRGINIA,2020-03-30,37.2713386491767,-80.0520540268495,93655,373.743996089996,29.6,25.4,8.2436634835,130.1611,95.2,73.91043951,4.8,68734.0,32220.0,1246.0,55.0,118178.0,30490.0,8.0,19.6,20.7
ROANOKE,190,3545,3735,0.0508701472556894,0.3747276136421223,VIRGINIA,2020-03-30,37.2713386491767,-80.0520540268495,93655,373.743996089996,29.6,25.4,8.2436634835,130.1611,95.2,73.91043951,4.8,68734.0,32220.0,1246.0,55.0,118178.0,30490.0,8.0,19.6,20.7
HENDERSON,300,6137,6437,0.0466055615970172,0.6155287403740374,NORTH CAROLINA,2020-03-30,35.336353372288,-82.4800057855448,110905,297.280978759863,28.4,23.4,15.206530726,89.88143,91.4,67.694082743,4.7,54012.0,26534.0,1540.0,51.0,99985.0,24238.0,10.6,24.5,19.7
LINN,460,5307,5767,0.079764175481186,0.413243607918154,IOWA,,42.0789395618204,-91.5989657317683,218076,304.193765385928,34.4,22.5,4.1683444199,60.23693,89.028910304,75.360289598,4.2,64878.0,31854.0,2232.0,60.0,117965.0,29376.0,10.8,14.3,23.9
CHESTER,194,2202,2396,0.0809682804674457,0.5119081172491544,SOUTH CAROLINA,,34.6920441420938,-81.1595291038655,32435,55.8592142989805,35.6,34.6,12.162891046,24.76704,85.793871866,46.071088111,11.5,42116.0,19858.0,717.0,47.0,81384.0,13776.0,16.6,16.7,23.2
CHENANGO,23,102,125,0.184,0.5913194444444444,NEW YORK,2020-03-22,42.4935128377565,-75.611593929346,49286,55.1552892398176,38.8,24.2,5.0943495678,37.60734,85.273972603,56.870410985,7.0,50312.0,23805.0,721.0,49.0,92417.0,21048.0,11.0,18.8,21.4
PERRY,120,1975,2095,0.0572792362768496,0.6957271896884197,ILLINOIS,2020-03-21,38.0837771143258,-89.3669860534011,21595,48.8826206548812,32.1,26.4,5.6608776349,51.67959,91.449701314,46.657233817,6.6,49965.0,22650.0,288.0,29.0,90091.0,17975.0,12.5,17.2,19.5
ADAMS,0,1,1,0.0,0.6872641160364094,NEBRASKA,,40.5244832450609,-98.501217977889,31536,55.9871334818737,36.7,25.5,8.7603305785,88.38942,87.01977579,70.761245675,5.4,55167.0,27609.0,417.0,59.0,99403.0,23079.0,11.7,16.5,23.7
LINCOLN,231,1936,2167,0.1065989847715736,0.773903743315508,OKLAHOMA,,35.7029712256354,-96.8809258206105,34640,36.3744436066476,34.8,32.8,18.683012259,25.61038,93.021628499,50.319938572,6.1,48039.0,23878.0,653.0,50.0,93086.0,20106.0,14.2,17.1,24.6
LINCOLN,69,1193,1262,0.054675118858954,0.3974897054165346,OREGON,2020-03-23,44.6419819957242,-123.868260062617,46685,47.6184739739283,36.0,21.2,10.664708254,53.148,77.75,57.68490808,6.6,49265.0,24593.0,865.0,35.0,85762.0,19978.0,14.2,24.9,17.2
CARROLL,131,1389,1520,0.0861842105263158,0.7078170414563255,OHIO,2020-03-23,40.5795856748934,-81.0897205972098,28108,71.2301473146202,38.6,31.6,7.7841806859,18.25817,91.25,47.613344739,6.7,50002.0,25093.0,427.0,49.0,96350.0,23960.0,12.9,19.2,21.3
MUSKINGUM,638,7229,7867,0.0810982585483666,0.6503203481928037,OHIO,2020-03-23,39.9654345047264,-81.9443756804944,85991,129.38595118735,36.6,31.7,7.3933649289,67.32522,93.526570048,55.152172841,7.6,49586.0,21945.0,1384.0,48.0,85319.0,18699.0,15.1,16.6,23.3
MASON,126,2787,2913,0.0432543769309989,0.4871941010935774,WASHINGTON,2020-03-23,47.3484002243206,-123.192739215606,61060,63.6446771155948,35.8,23.3,9.0907137177,26.68341,75.294117647,48.993621545,10.8,58239.0,25628.0,958.0,42.0,100627.0,23291.0,13.1,21.1,19.5
ROCKBRIDGE,57,909,966,0.0590062111801242,0.618805002315887,VIRGINIA,2020-03-30,37.8136032155106,-79.4465362886631,22450,37.5691239526213,27.0,26.4,11.917192812,92.67841,90.6,59.209112401,4.8,53413.0,29603.0,290.0,49.0,103877.0,23390.0,10.1,24.0,17.9
OTTAWA,247,1964,2211,0.1117141564902759,0.5694932037087046,OHIO,2020-03-23,41.5354608972024,-83.1480492802112,40981,160.751582306863,33.9,27.5,6.5107913669,44.27282,96.035242291,69.187848729,5.3,58345.0,30403.0,633.0,49.0,111247.0,27874.0,11.8,22.1,19.5
BRADLEY,539,5071,5610,0.096078431372549,0.769875342678322,TENNESSEE,2020-03-31,35.1541157489468,-84.8596028049087,102860,312.871028857764,37.8,32.5,13.351092543,53.99773,90.89376054,56.975363041,9.3,50427.0,24099.0,1599.0,45.0,92993.0,21734.0,12.7,15.8,22.4
FILLMORE,62,72,134,0.4626865671641791,0.5672546359113523,MINNESOTA,2020-03-27,43.6739561714361,-92.0901690804636,20877,24.2392048666194,28.6,27.3,7.3027233578,33.36511,91.67,66.592278509,3.5,58761.0,27777.0,196.0,55.0,105050.0,26888.0,8.9,20.3,24.0
GILES,93,1254,1347,0.0690423162583518,0.7156325760976924,TENNESSEE,2020-03-31,35.2021532538457,-87.0347997996152,29034,47.5244794704634,34.8,35.6,12.179431453,37.41369,90.751445087,46.421933086,7.1,48024.0,21487.0,565.0,51.0,85808.0,20123.0,13.0,18.7,21.0
KNOX,150,1378,1528,0.0981675392670157,0.4827136627253518,ILLINOIS,2020-03-21,40.9318149115154,-90.2132691654556,51752,72.2374813871255,29.2,30.1,5.780457199,57.26924,86.847717842,56.347206534,6.8,44553.0,22939.0,817.0,50.0,86990.0,18321.0,13.4,19.6,19.9
PALM BEACH,4972,67440,72412,0.0686626525990167,0.4112771238593334,FLORIDA,2020-04-03,26.647608850507,-80.4654835978099,1398757,710.06781143606,21.2,23.4,17.446292916,79.18975,86.253276314,64.100192929,8.2,61735.0,34846.0,15549.0,49.0,126641.0,25375.0,12.9,22.7,19.6
PICKENS,547,9310,9857,0.0554935578776504,0.7387714326489837,SOUTH CAROLINA,,34.8877160116681,-82.7252012928902,120722,243.220459219139,32.1,24.1,13.050794962,61.54893,83.980967486,61.622088628,8.0,48794.0,22258.0,1770.0,51.0,95154.0,19150.0,11.6,15.1,19.7
STANISLAUS,2935,23410,26345,0.1114063389637502,0.455973417912702,CALIFORNIA,2020-03-19,37.559140069263,-120.997703485602,530561,354.651340528159,30.5,24.3,6.9565051394,65.88806,83.869822485,53.235443944,13.8,59616.0,22915.0,6261.0,43.0,110747.0,25067.0,11.9,12.1,27.4
DAVIESS,59,74,133,0.4436090225563909,0.7935549777117384,INDIANA,2020-03-24,38.7024462435753,-87.0720457467728,32583,75.8646354837681,36.6,27.7,17.933448823,48.31939,94.754098361,42.125311966,5.5,55434.0,21472.0,456.0,30.0,100655.0,22341.0,11.3,14.5,29.2
HUMBOLDT,231,3776,4007,0.0576491140504117,0.3101137629544611,CALIFORNIA,2020-03-19,40.6993025442616,-123.87564318425,135182,37.8876959126236,29.0,16.9,8.8795523313,69.4678,83.822422874,67.455403839,9.5,49471.0,24038.0,2079.0,37.0,92947.0,19277.0,16.2,15.4,19.5
LASALLE,357,2555,2912,0.1225961538461538,0.5365378043141749,ILLINOIS,2020-03-21,41.3439936947388,-88.8859625211975,111935,98.6093279151122,28.1,29.9,5.921120497,36.3415,85.48473066,59.707557919,9.6,54063.0,26228.0,1599.0,45.0,106226.0,24180.0,10.4,17.5,22.0
MIFFLIN,49,672,721,0.0679611650485436,0.7577011988602763,PENNSYLVANIA,2020-04-01,40.6104316934871,-77.6170363064113,46585,113.333075356151,40.5,22.1,9.2206427347,51.73752,89.528795812,43.564158851,5.2,47648.0,21665.0,654.0,57.0,86336.0,21987.0,12.0,20.2,22.6
NEW HANOVER,405,10818,11223,0.0360866078588612,0.4945623519949957,NORTH CAROLINA,2020-03-30,34.2327283272886,-77.8846077673587,216430,1127.90329844994,26.4,22.8,12.258971246,93.75083,86.0,75.310340085,7.7,53419.0,30375.0,2726.0,57.0,109524.0,21085.0,15.3,15.7,19.4
POINSETT,288,1825,2113,0.1362991008045433,0.7125097125097125,ARKANSAS,,35.5740283137053,-90.6629962076398,24131,31.8199518632404,41.7,40.2,9.5064828576,16.5604,82.119205298,45.155709343,6.8,37370.0,17710.0,562.0,44.0,69517.0,16563.0,17.6,17.3,23.8
DALE,84,1335,1419,0.0591966173361522,0.7364659448503921,ALABAMA,2020-04-04,31.4318149499692,-85.6110090405247,49607,88.4061746916208,37.2,32.0,9.6988639182,18.28302,90.316205534,57.649513213,10.4,45309.0,22834.0,859.0,41.0,89227.0,17623.0,16.1,15.4,23.6
BELTRAMI,234,50,284,0.823943661971831,0.5000463735856057,MINNESOTA,2020-03-27,47.9737828491452,-94.937688397054,45644,18.2233918531956,33.8,23.0,9.0029821875,79.54765,64.59,67.538577343,10.3,47073.0,22845.0,537.0,45.0,93720.0,20772.0,12.8,14.4,25.3
BERRIEN,775,6374,7149,0.1084067701776472,0.536532881675945,MICHIGAN,2020-03-24,41.9546857869178,-86.4122729971715,155134,273.243381390868,32.6,22.5,7.2588057644,76.49473,82.91250734,64.573132984,7.8,51509.0,26309.0,2254.0,46.0,101156.0,20690.0,14.5,17.7,22.5
DENVER,4422,18018,22440,0.1970588235294117,0.1889095138796813,COLORADO,2020-03-26,39.7615173244452,-104.87634514822,663303,4325.86454896734,16.6,12.8,10.741990131,132.41161,70.151828847,74.816460986,5.4,68069.0,36616.0,6723.0,48.0,133918.0,26393.0,11.9,10.9,20.7
WASHINGTON,329,20052,20381,0.016142485648398,0.6883139938350306,UTAH,,37.2803822093359,-113.504781023925,151959,62.6133236228947,23.6,19.0,13.944515605,57.94932,89.0,67.448190368,6.3,57069.0,23549.0,1530.0,46.0,103458.0,27455.0,13.9,19.6,28.2
MADERA,529,8431,8960,0.0590401785714285,0.5417749118574875,CALIFORNIA,2020-03-19,37.2179843407527,-119.762688038884,153366,71.7631848573455,35.8,28.0,10.38586454,43.97986,83.205417607,45.126793501,8.2,53632.0,19021.0,1637.0,36.0,106573.0,23346.0,11.4,12.9,27.8
ANNE ARUNDEL,263,1247,1510,0.1741721854304636,0.4532084818998745,MARYLAND,2020-03-30,39.006473689009,-76.6050707075965,559737,1349.13090207999,29.4,20.5,5.5851944362,69.43051,88.53,74.052549673,5.5,97051.0,42382.0,6299.0,53.0,172417.0,46476.0,7.0,13.4,22.7
SOMERSET,239,1299,1538,0.1553966189856957,0.7653537584211556,PENNSYLVANIA,2020-04-01,39.9724763702156,-79.0282669768255,76201,70.9264596198712,38.2,28.1,6.985321373,38.92565,91.725105189,44.256271887,6.7,50504.0,23402.0,1127.0,33.0,89176.0,21722.0,11.8,20.5,18.4
HALIFAX,76,854,930,0.0817204301075268,0.5707899535321451,VIRGINIA,2020-03-30,36.7669010853181,-78.9366213079094,35305,43.1744288744943,38.5,28.8,11.286506613,40.50574,94.5,53.6697889,5.4,43096.0,20706.0,673.0,44.0,82685.0,17921.0,15.8,21.8,20.9
POSEY,3,140,143,0.0209790209790209,0.6740996230047325,INDIANA,2020-03-24,38.0218481828079,-87.8683975768444,25527,62.3259935478347,31.3,30.5,6.4123957092,35.16312,92.642140468,68.984229269,4.6,68162.0,30396.0,335.0,60.0,113386.0,26541.0,10.0,16.4,22.7
BRISTOL,7,22,29,0.2413793103448276,0.3519136408243375,RHODE ISLAND,2020-03-28,41.7173074978476,-71.2840809275505,49228,2037.14391260121,23.2,20.3,3.4871767838,204.44881,92.982456139,82.556080283,5.0,80231.0,40998.0,428.0,54.0,157409.0,30003.0,9.5,18.8,19.5
