,state,county,num_hosp,num_not_hosp,num_infected,percent_hosp
1465,UT,CARBON,2,1153,1155,0.0017316017316017316
1466,KY,CLARK,104,1622,1726,0.06025492468134415
1467,IN,SHELBY,198,1409,1607,0.12321095208462975
1468,TN,GREENE,188,2739,2927,0.0642295866074479
1469,IN,JOHNSON,197,790,987,0.19959473150962512
1470,IA,DALLAS,92,2703,2795,0.032915921288014315
1471,AL,SHELBY,299,6611,6910,0.043270622286541244
1472,FL,JACKSON,291,2527,2818,0.10326472675656494
1473,TN,HENDERSON,78,1523,1601,0.04871955028107433
1474,MI,SANILAC,116,1182,1298,0.08936825885978428
1475,PA,NA,395,3335,3730,0.10589812332439678
1476,UT,BOX ELDER,36,5623,5659,0.006361547976674324
1477,OH,HARDIN,152,1767,1919,0.07920792079207921
1478,WA,SPOKANE,2758,44425,47183,0.05845325646949113
1479,PA,FAYETTE,467,2818,3285,0.14216133942161338
1480,IL,FULTON,121,864,985,0.12284263959390863
1481,GA,CAMDEN,4,5,9,0.4444444444444444
1482,HI,NA,0,10,10,0.0
1483,KY,MUHLENBERG,89,2132,2221,0.04007203962179198
1484,WA,WHATCOM,480,9456,9936,0.04830917874396135
1485,CA,EL DORADO,321,4156,4477,0.07169979897252625
1486,AR,CARROLL,120,1817,1937,0.061951471347444505
1487,NM,VALENCIA,437,551,988,0.4423076923076923
1488,GA,HALL,243,1083,1326,0.1832579185520362
1489,OH,TUSCARAWAS,662,5436,6098,0.10856018366677599
1490,TN,KNOX,1107,24658,25765,0.04296526295361925
1491,OH,VAN WERT,90,1753,1843,0.048833423765599564
1492,MD,CAROLINE,33,408,441,0.07482993197278912
1493,PA,UNION,296,1271,1567,0.18889597957881302
1494,PA,PIKE,152,1244,1396,0.10888252148997135
1495,NC,MCDOWELL,143,3776,3919,0.03648890022965042
1496,WI,JACKSON,79,492,571,0.138353765323993
1497,NY,WASHINGTON,64,90,154,0.4155844155844156
1498,MI,CHARLEVOIX,50,1032,1082,0.04621072088724584
1499,OH,MORROW,146,1871,2017,0.07238472979672782
1500,ME,CUMBERLAND,479,12512,12991,0.036871680394119005
1501,NM,GRANT,109,126,235,0.46382978723404256
1502,PA,LEHIGH,1134,16361,17495,0.064818519577022
1503,LA,JEFFERSON,216,510,726,0.2975206611570248
1504,AZ,GRAHAM,308,2017,2325,0.1324731182795699
1505,MT,FLATHEAD,429,9269,9698,0.04423592493297587
1506,OH,WYANDOT,163,1649,1812,0.08995584988962473
1507,KY,WARREN,467,7712,8179,0.05709744467538819
1508,AL,PIKE,40,945,985,0.04060913705583756
1509,MI,OTSEGO,77,1468,1545,0.04983818770226537
1510,IA,DUBUQUE,144,4043,4187,0.034392166228803436
1511,TN,CAMPBELL,106,1190,1296,0.08179012345679013
1512,UT,NA,191,28089,28280,0.006753889674681754
1513,AR,UNION,124,1807,1931,0.06421543241843604
1514,MI,HILLSDALE,173,2514,2687,0.06438407145515444
1515,OK,CADDO,266,2716,2982,0.0892018779342723
1516,NC,LENOIR,469,3394,3863,0.12140823194408491
1517,NY,BROOME,85,479,564,0.15070921985815602
1518,MO,ST. LOUIS,7,4,11,0.6363636363636364
1519,VA,ROANOKE CITY,263,3917,4180,0.06291866028708135
1520,VA,HOPEWELL CITY,106,1106,1212,0.08745874587458746
1521,WI,MILWAUKEE,4915,38976,43891,0.11198195529835274
1522,OR,MARION,1371,14859,16230,0.0844731977818854
1523,AL,CALHOUN,224,2874,3098,0.07230471271788251
1524,IA,POTTAWATTAMIE,238,3212,3450,0.06898550724637681
1525,IN,HUNTINGTON,23,68,91,0.25274725274725274
1526,GA,OCONEE,22,44,66,0.3333333333333333
1527,GA,LIBERTY,40,38,78,0.5128205128205128
1528,CO,NA,1736,12552,14288,0.12150055991041434
1529,TN,LOUDON,116,2059,2175,0.05333333333333334
1530,SC,SPARTANBURG,2280,19512,21792,0.10462555066079295
1531,OH,UNION,219,2919,3138,0.06978967495219886
1532,IA,WASHINGTON,73,707,780,0.09358974358974359
1533,PA,SUSQUEHANNA,127,941,1068,0.11891385767790262
1534,SC,DILLON,267,2957,3224,0.08281637717121589
1535,GA,GRADY,69,130,199,0.34673366834170855
1536,TX,COLLIN,0,7,7,0.0
1537,MO,NA,61,295,356,0.17134831460674158
1538,TX,NA,71,274,345,0.20579710144927535
1539,MI,ST. JOSEPH,146,3714,3860,0.03782383419689119
1540,KY,OHIO,62,1389,1451,0.042729152308752585
1541,NC,DURHAM,818,18585,19403,0.042158429108900684
1542,NC,MONTGOMERY,242,2519,2761,0.08764940239043825
1543,TN,RUTHERFORD,568,12674,13242,0.042893822685394954
1544,VA,LYNCHBURG CITY,321,3316,3637,0.08825955457794886
1545,GA,WHITE,35,80,115,0.30434782608695654
1546,SD,CODINGTON,0,1,1,0.0
